Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start),Inward issue link (Gantt End to Start),Outward issue link (Gantt End to Start),Inward issue link (Relates),Outward issue link (Relates),Attachment,Custom field (Applicability),Custom field (Assignee multiple users),Custom field (Baseline end date),Custom field (Baseline start date),Custom field (Begin Date),Custom field (Build),Custom field (CPN),Custom field (CPU Impact),Custom field (Change Impact Analysis),Custom field (Closure Evidence),Custom field (Closure Rationale),Custom field (Closure date),Custom field (Company),Custom field (Conditions),Custom field (Configuration requirements),Custom field (Cost Impact (suppliers)),Custom field (Creation date),Custom field (Cucumber Scenario),Custom field (Cucumber Test Type),Custom field (Customer Impact),Custom field (DO Approval Assignee),Custom field (DO Approval Comment),Custom field (DO Approval Status),Custom field (DO Delivery date),Custom field (Dataset values),Custom field (Defect Impact),Custom field (Defect Impact Rationale),Custom field (Delivery date),Custom field (Delivery folder),Custom field (Design Review Assignee),Custom field (Design Review Comment),Custom field (Design Workload),Custom field (Documents Impacted),Custom field (Domain Leader),Custom field (Done Status),Custom field (End Date),Custom field (End date),Custom field (Epic Color),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Escalated To),Custom field (Estimated Workload),Custom field (Event),Custom field (Expect Implementation Target),Custom field (Exported end date),Custom field (External Review Comment),Custom field (External Review Participants),Custom field (External Supplier),Custom field (External end date),Custom field (External issue ID),Custom field (FTR N°),Custom field (Failure Test cases),Custom field (Flagged),Custom field (Generic Test Definition),Custom field (HQ acceptance),Custom field (HQ/Laws Assignee),Custom field (HQ/Laws Justifications),Custom field (IOM/CRDC standards List),Custom field (IRO),Custom field (IVV State),Custom field (IVV Table),Custom field (Impact type),Custom field (Industrial Impact),Custom field (Interface(s) Impact),Custom field (Interfaces Impacted),Custom field (LTM Defect Id),Custom field (LTM Test Id),Custom field (Lab Assignee),Custom field (Lab Limitations),Custom field (Load Status),Custom field (Loads/Flutter Assignee),Custom field (Loads/Flutter Justifications),Custom field (Manual Test Steps),Custom field (Maturity Test Objective),Custom field (Maturity Test Priority),Custom field (Milestone / target for implementation),Custom field (Mixability),Custom field (Module Description),Custom field (Module N°),Custom field (Module Review Comments),Custom field (Module Review Participants),Custom field (Multi-Program Impact),Custom field (Number of BITE),Custom field (Number of CM),Custom field (Number of IO),Custom field (Number of Seq),Custom field (Number of Sheets),Custom field (OASIS Milestone),Custom field (OASIS Standard Name),Custom field (OASIS System / Function),Custom field (OPR Associated ACL),Custom field (OPR Description),Custom field (OPR Operational effect),Custom field (OPR Safety effect),Custom field (Offerability Impact),Custom field (OldIssueKey),Custom field (Origin),Custom field (Original story points),Custom field (PCFU - Multi Select Test),Custom field (PCFU - Multiple Autocomplete Test),Custom field (Parent Link),Custom field (Performance Impact),Custom field (Pin Programming),Custom field (Planning Impact),Custom field (Pre-Condition Type),Custom field (Pre-Conditions association with a Test),Custom field (Program Increment),Custom field (Program Rebaselining),Custom field (Progress Status),Custom field (Proofreading Assignee),Custom field (Proofreading Comment),Custom field (Proofreading Status),Custom field (Quality Impact),Custom field (Rank),Custom field (Ready Status),Custom field (Reason),Custom field (Ref - Issue),Custom field (Report),Custom field (Required input(s)),Custom field (Requirement ID),Custom field (Requirement Impact),Custom field (Resolved by),Custom field (Review Assignee),Custom field (Review Comment),Custom field (Revision),Custom field (Risk Description),Custom field (Risk Mitigation),Custom field (Risk Owner),Custom field (Safety Aspects),Custom field (Safety Design Analysis),Custom field (Safety Review Assignee),Custom field (Safety Review Comment),Custom field (Services Impact),Custom field (Severity),Sprint,Custom field (Start date),Custom field (States Number),Custom field (Steps Count),Custom field (Story Points),Custom field (Subcontractor Review Assignee),Custom field (Subcontractor Review Comments),Custom field (Suppliers Impact),Custom field (System Assignee),Custom field (System Justifications),Custom field (System Tools Status),Custom field (System requirements),Custom field (Target end),Custom field (Target start),Custom field (Task progress),Custom field (Team),Custom field (Team),Custom field (Test Configuration),Custom field (Test Count),Custom field (Test Environments),Custom field (Test Execution Defects),Custom field (Test Execution Status),Custom field (Test Plan),Custom field (Test Plan Status),Custom field (Test Plan Tests Filter),Custom field (Test Plans associated with a Test),Custom field (Test Repository Path),Custom field (Test Results),Custom field (Test Set Status),Custom field (Test Sets association with a Test),Custom field (Test Type),Custom field (TestRunStatus),Custom field (Tests Status),Custom field (Tests associated with a Test Plan),Custom field (Tests association with a Pre-Condition),Custom field (Tests association with a Test Execution),Custom field (Tests association with a Test Set),Custom field (Textual Requirement To Supplier),Custom field (Total Time Spent),Custom field (TrackDev JCR Id),Custom field (TrackDev JTE Id),Custom field (V&V Review Comment),Custom field (V&V Review Participants),Custom field (V&V date),Custom field (Validation Impact),Custom field (Verification Impact),Custom field (Verification Impact Analysis),Custom field (gitBranch),Custom field (gitBranchName),Custom field (gitCommitsReferenced),Custom field (gitMergeCheck),Custom field (gitVersion),Comment
1.27.0 RC NRT/Internal Tests,SST1-33,449818,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:28 PM,07/Apr/26 1:29 PM,26/Jun/26 10:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,24/Apr/26 12:00 AM,,,,,,,,,24/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1oa4c:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,13/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449818,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
TW 1.26.0 RC Dev,SST1-32,449817,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:25 PM,07/Apr/26 1:26 PM,26/Jun/26 10:03 AM,,,,,,,,,,,,,,,,,,,SST1-30,,,SST1-31,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,08/Apr/26 12:00 AM,,,,,,,,,08/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1oa44:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,20/Mar/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449817,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
TW 1.26.0-rc4,SST1-31,449816,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:23 PM,07/Apr/26 1:26 PM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,SST1-32,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,08/Apr/26 12:00 AM,,,,,,,,,08/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1oa3w:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,08/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449816,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
2.2.0,SST1-28,449813,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:19 PM,07/Apr/26 1:21 PM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,09/Apr/26 12:00 AM,,,,,,,,,09/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1oa30:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,09/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449813,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
2.2.0 RC dev,SST1-29,449814,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:20 PM,07/Apr/26 1:20 PM,26/Jun/26 10:03 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,,,,,,,,,,,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1oa38:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449814,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
BR26.1,SST1-1,449431,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,03/Apr/26 12:32 PM,07/Apr/26 11:09 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,03/Apr/26 12:00 AM,03/Apr/26 12:00 AM,,yes,,,,,,,,,,,03/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,06/Apr/26 12:00 AM,,,,,,,,,06/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o8s4:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,06/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449431,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
2026.1.0-rc3,SST1-25,449794,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 10:58 AM,07/Apr/26 10:59 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,06/Apr/26 12:00 AM,,,,,,,,,06/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o9vw:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,06/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449794,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
BR26.2,SST1-2,449432,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,03/Apr/26 12:32 PM,07/Apr/26 1:21 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,SST1-16,SST1-9,SST1-18,,,,,,,03/Apr/26 12:00 AM,03/Apr/26 12:00 AM,,yes,,,,,,,,,,,03/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,22/May/26 12:00 AM,,,,,,,,,22/May/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o8sc:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,22/May/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449432,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
SquiD-NG 8.0.0,SST1-18,449718,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:18 AM,07/Apr/26 1:21 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,SST1-2,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,22/May/26 12:00 AM,,,,,,,,,22/May/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o9bo:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,22/May/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449718,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
8.0.0 Initial RC,SST1-17,449717,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 1:17 AM,07/Apr/26 1:17 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,24/Apr/26 12:00 AM,,,,,,,,,24/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o9bg:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,24/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449717,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
Magic 1.9.1,SST1-9,449709,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 12:02 AM,07/Apr/26 1:14 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,SST1-2,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,23/Apr/26 12:00 AM,,,,,,,,,23/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o99o:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,23/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449709,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
2026.1.0-rc4,SST1-14,449714,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 12:52 AM,07/Apr/26 12:59 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,09/Apr/26 12:00 AM,,,,,,,,,09/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o9as:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,09/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449714,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
Rapid 1.0.0,SST1-11,449711,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 12:06 AM,07/Apr/26 12:07 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,23/Mar/26 12:00 AM,,,,,,,,,23/Mar/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o9a4:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,23/Mar/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449711,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
Magic 1.10.0,SST1-10,449710,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,07/Apr/26 12:03 AM,07/Apr/26 12:04 AM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,07/Apr/26 12:00 AM,07/Apr/26 12:00 AM,,yes,,,,,,,,,,,07/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,30/Apr/26 12:00 AM,,,,,,,,,30/Apr/26 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o99w:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,30/Apr/26 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449710,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
BR26.4,SST1-4,449434,Task,To Do,SST1,SLM System team,software,YMEZEPKE,,,Yellow,,,YMEZEPKE,YMEZEPKE,03/Apr/26 12:33 PM,03/Apr/26 12:33 PM,26/Jun/26 10:03 AM,,,,,,#milestone,,,,,0,0,,0%,0,0,,,,,,,,,,,,03/Apr/26 12:00 AM,03/Apr/26 12:00 AM,,yes,,,,,,,,,,,03/Apr/26 12:00 AM,,,,,,To Do,,,,,,,,,,,,To be assessed,,05/Apr/16 12:00 AM,,,,,,,,,05/Apr/16 12:00 AM,,,,,,,,,,,,,,,,"IVV,Status
",,,,,,,,,Validated,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No script,,,To Do,,"0|i1o8ss:",To be assessed,,,,,,,,,,,,,,,,,,,Minor,,05/Apr/16 12:00 AM,,,,,,,,,,,,,0.0,,,,,,,"{""issueId"":449434,""testStatuses"":[]}",,,,,,,,,,,,,,,,,No script,,,,,,"ID,MVV,Creation Rational,Priority,Applicability,Computer,Partition,Function,Disable,Justification
,,,,,,,,,
","ID,Applicability,MOC,Priority,Objective,Justification,Disable
",,,,,,,
